accuracy,loss,val_accuracy,val_loss,learning_rate
0.20406056940555573,2.172860860824585,0.20304976403713226,1.603147029876709,0.0010000000474974513
0.20492085814476013,1.893598198890686,0.07865168899297714,1.666316032409668,0.0010000000474974513
0.2081899493932724,1.8023749589920044,0.07865168899297714,1.820235252380371,0.0010000000474974513
0.22229869663715363,1.7270056009292603,0.07865168899297714,1.8520638942718506,0.0005000000237487257
0.2174810767173767,1.7120441198349,0.07865168899297714,1.8308595418930054,0.0005000000237487257
0.22746042907238007,1.6684800386428833,0.07865168899297714,1.8714501857757568,0.0002500000118743628
0.2303854078054428,1.6408228874206543,0.07865168899297714,1.87990140914917,0.0002500000118743628
0.2357192039489746,1.6340396404266357,0.07865168899297714,1.8392900228500366,0.0001250000059371814
0.23984858393669128,1.6133326292037964,0.07865168899297714,1.797832727432251,0.0001250000059371814
0.2370956689119339,1.6054322719573975,0.07945425063371658,1.7641395330429077,6.25000029685907e-05
0.23898829519748688,1.5951322317123413,0.09470304846763611,1.71766996383667,6.25000029685907e-05
0.24759119749069214,1.5688903331756592,0.11878009885549545,1.6779191493988037,3.125000148429535e-05
0.2446662038564682,1.5746511220932007,0.15248796343803406,1.6420018672943115,3.125000148429535e-05
0.2469029575586319,1.5729162693023682,0.1765650063753128,1.620874047279358,1.5625000742147677e-05
0.251892626285553,1.5584887266159058,0.1910112351179123,1.6090214252471924,1.5625000742147677e-05
0.2407088726758957,1.5795193910598755,0.1934189349412918,1.6056169271469116,7.812500371073838e-06
0.24449415504932404,1.570460557937622,0.2014446258544922,1.6017576456069946,7.812500371073838e-06
0.2415691614151001,1.554253339767456,0.20545746386051178,1.5991177558898926,7.812500371073838e-06
0.25378528237342834,1.5625836849212646,0.20626002550125122,1.5969507694244385,7.812500371073838e-06
0.24931177496910095,1.5585222244262695,0.20545746386051178,1.5954207181930542,7.812500371073838e-06
0.2534411549568176,1.5728925466537476,0.20866774022579193,1.5944108963012695,7.812500371073838e-06
0.2558499574661255,1.541850209236145,0.2078651636838913,1.5934590101242065,7.812500371073838e-06
0.2438059151172638,1.5584795475006104,0.20866774022579193,1.5947316884994507,7.812500371073838e-06
0.24896764755249023,1.5469307899475098,0.20626002550125122,1.5957707166671753,7.812500371073838e-06
0.24655884504318237,1.545843482017517,0.2014446258544922,1.5961339473724365,3.906250185536919e-06
0.25722643733024597,1.5491489171981812,0.19823434948921204,1.5964455604553223,3.906250185536919e-06
0.25550585985183716,1.5463465452194214,0.19823434948921204,1.596982717514038,1.9531250927684596e-06
0.25739848613739014,1.5521628856658936,0.20064204931259155,1.5982038974761963,1.9531250927684596e-06
0.25946319103240967,1.5490878820419312,0.19823434948921204,1.5996254682540894,9.999999974752427e-07
0.25326910614967346,1.5401813983917236,0.19823434948921204,1.599666714668274,9.999999974752427e-07
0.25103235244750977,1.5429002046585083,0.19823434948921204,1.599511742591858,9.999999974752427e-07
0.25774261355400085,1.5535452365875244,0.1974317878484726,1.5998940467834473,9.999999974752427e-07
0.24707502126693726,1.5546238422393799,0.19662921130657196,1.6000159978866577,9.999999974752427e-07
0.26187199354171753,1.5324994325637817,0.1974317878484726,1.600399136543274,9.999999974752427e-07
0.25946319103240967,1.544663429260254,0.20064204931259155,1.6005610227584839,9.999999974752427e-07
0.2530970275402069,1.5444586277008057,0.20064204931259155,1.601089596748352,9.999999974752427e-07
0.26582932472229004,1.5311342477798462,0.1998394876718521,1.5999877452850342,9.999999974752427e-07
0.25963523983955383,1.543739676475525,0.1974317878484726,1.5993722677230835,9.999999974752427e-07
0.26221609115600586,1.528385877609253,0.1998394876718521,1.5998709201812744,9.999999974752427e-07
0.25017204880714417,1.5506367683410645,0.19823434948921204,1.60016930103302,9.999999974752427e-07
