GeneID,Ensembl_ID,CPM_TUMOR,CPM_SPLEEN
PYCARD,ENSG00000103490,309.4015367,468.886425
RPGRIP1L,ENSG00000103494,5.350173391,3.776469273
CDIPT,ENSG00000103502,85.29993425,98.94349496
BCKDK,ENSG00000103507,48.05061385,28.17246078
KAT8,ENSG00000103510,34.52376037,43.73151418
IL21R,ENSG00000103522,74.29674747,26.66187307
VPS35L,ENSG00000103544,35.53322705,42.74963217
RNF40,ENSG00000103549,35.12944038,46.37504267
KNOP1,ENSG00000103550,26.54897362,27.19057877
AAGAB,ENSG00000103591,52.69416057,63.97338949
LACTB,ENSG00000103642,51.88658723,31.26916558
CSK,ENSG00000103653,386.4238442,447.2094913
HERC1,ENSG00000103657,73.99390746,109.8952558
TRIP4,ENSG00000103671,34.22092037,43.80704357
RAB11A,ENSG00000103769,199.6725088,214.6545135
CTSH,ENSG00000103811,308.08923,221.3766288
CD276,ENSG00000103855,18.06945353,2.719057877
FAH,ENSG00000103876,41.28718711,31.79787128
RPAP1,ENSG00000103932,15.6467335,15.78564156
HOMER2,ENSG00000103942,5.451120059,4.531763128
EHD4,ENSG00000103966,65.71628071,37.16045765
TMEM87A,ENSG00000103978,86.4103476,94.10961429
ZNF106,ENSG00000103994,96.70690771,122.2065457
CEP152,ENSG00000103995,34.32186704,29.22987217
ATP8B4,ENSG00000104043,65.91817404,43.80704357
DTWD1,ENSG00000104047,22.00637357,27.71928446
GABPB1,ENSG00000104064,51.98753389,37.9157515
BMF,ENSG00000104081,7.470053414,5.740233295
DMXL2,ENSG00000104093,2.624613362,3.625410502
DNAJC17,ENSG00000104129,35.83606705,40.40822122
EIF3J,ENSG00000104131,120.7322146,121.9799575
SPG11,ENSG00000104133,50.47333388,69.03385831
OIP5,ENSG00000104147,27.25560029,23.11199195
SLC30A4,ENSG00000104154,4.03786671,4.607292513
BLOC1S6,ENSG00000104164,65.41344071,54.23009876
MYEF2,ENSG00000104177,29.17358698,23.41410949
SGK3,ENSG00000104205,7.974786753,12.68893676
CSPP1,ENSG00000104218,20.69406689,23.33858011
ZDHHC2,ENSG00000104219,24.53004026,38.51998659
BRF2,ENSG00000104221,13.62780015,17.06964111
TRIM35,ENSG00000104228,12.01265346,28.02140201
CA2,ENSG00000104267,3.936920042,0.981882011
FZD3,ENSG00000104290,3.936920042,1.66164648
NBN,ENSG00000104320,64.20208069,79.68350166
CPQ,ENSG00000104324,5.148280056,8.912467485
SFRP1,ENSG00000104332,2.624613362,0
LAPTM4B,ENSG00000104341,67.6342674,16.76752357
UBE2W,ENSG00000104343,16.85809352,25.90657921
POP1,ENSG00000104356,15.94957351,25.22681474
NIPAL2,ENSG00000104361,3.634080039,4.00305743
IKBKB,ENSG00000104365,49.56481387,69.78915217
PLAT,ENSG00000104368,8.07573342,3.625410502
STK3,ENSG00000104375,9.791826772,5.513645139
EMC2,ENSG00000104412,30.78873367,36.93386949
NDRG1,ENSG00000104419,52.49226723,71.45079865
ZC2HC1A,ENSG00000104427,37.75405374,25.90657921
IL7,ENSG00000104432,8.782360095,7.175291619
ARMC1,ENSG00000104442,52.79510724,55.5896277
TRPS1,ENSG00000104447,24.7319336,10.57411396
SPAG1,ENSG00000104450,29.77926699,22.58328625
CHRAC1,ENSG00000104472,86.1075076,77.49314948
NCALD,ENSG00000104490,36.84553373,75.15173854
SNX16,ENSG00000104497,4.340706713,7.024232848
SQLE,ENSG00000104549,163.0288684,56.04280401
SH2D4A,ENSG00000104611,4.340706713,1.66164648
INTS10,ENSG00000104613,65.81722738,69.78915217
SLC39A14,ENSG00000104635,12.71928014,6.268938993
LEPROTL1,ENSG00000104660,211.8870556,183.3098185
DCTN6,ENSG00000104671,55.62161393,32.09998882
R3HCC1,ENSG00000104679,56.42918728,47.05480714
GSR,ENSG00000104687,40.17677377,73.94326837
TNFRSF10A,ENSG00000104689,24.93382694,37.31151642
UBXN8,ENSG00000104691,6.258693401,9.441173183
KLHDC4,ENSG00000104731,45.02221382,53.92798122
MCM4,ENSG00000104738,105.2873745,56.94915664
KCTD9,ENSG00000104756,33.00956036,39.80398614
ASAH1,ENSG00000104763,41.99381379,55.51409832
MAN2B1,ENSG00000104774,85.90561426,66.01268289
KCNN4,ENSG00000104783,70.56172076,58.98845005
NUCB1,ENSG00000104805,195.4327488,217.6001595
GYS1,ENSG00000104812,28.26506697,26.43528491
MAP4K1,ENSG00000104814,118.2085479,137.6145403
SNRNP70,ENSG00000104852,219.357109,189.5032281
RELB,ENSG00000104856,145.5650949,68.12750569
CLASRP,ENSG00000104859,44.41653381,35.49881117
LIN7B,ENSG00000104863,9.287093434,8.459291172
PPP1R37,ENSG00000104866,14.23348015,15.55905341
FCGRT,ENSG00000104870,2.018933355,6.268938993
PIH1D1,ENSG00000104872,105.8930545,111.5569023
ARHGEF18,ENSG00000104880,15.14200016,15.48352402
PPP1R13L,ENSG00000104881,10.70034678,5.66470391
PEX11G,ENSG00000104883,3.230293368,1.737175866
ERCC2,ENSG00000104884,16.45430684,15.55905341
DOT1L,ENSG00000104885,23.62152025,19.56211083
RNASEH2A,ENSG00000104889,67.53332073,45.54421943
CD37,ENSG00000104894,478.0834185,728.2543346
SF3A2,ENSG00000104897,188.366482,142.8260679
LYL1,ENSG00000104903,23.92436026,16.76752357
OAZ1,ENSG00000104904,1137.366106,1166.702417
TRMT1,ENSG00000104907,47.24304051,34.13928223
DMPK,ENSG00000104936,3.331240036,7.477409161
IL4I1,ENSG00000104951,62.99072068,59.06397943
PTOV1,ENSG00000104960,87.41981428,64.04891887
SGTA,ENSG00000104969,52.18942723,35.04563485
MED25,ENSG00000104973,44.31558714,37.99128089
C19orf53,ENSG00000104979,326.0577369,285.9542534
TIMM44,ENSG00000104980,21.50164023,19.41105206
CCDC61,ENSG00000104983,23.82341359,20.09081653
VRK3,ENSG00000105053,49.7667072,59.2150382
FAM32A,ENSG00000105058,87.82360095,96.52655462
C19orf44,ENSG00000105072,3.230293368,3.32329296
MED26,ENSG00000105085,8.07573342,7.32635039
OLFM2,ENSG00000105088,19.28081354,13.89740693
RASAL3,ENSG00000105122,306.1712433,316.845772
ILVBL,ENSG00000105135,41.38813378,31.87340067
ZNF419,ENSG00000105136,2.220826691,2.49246972
CASP14,ENSG00000105141,1.716093352,0
CCNE1,ENSG00000105173,13.22401348,5.966821452
URI1,ENSG00000105176,147.6849749,189.8053457
ANKRD27,ENSG00000105186,25.64045361,35.27222301
RPS16,ENSG00000105193,2021.557968,1821.46666
TIMM50,ENSG00000105197,63.69734735,49.09410055
GPI,ENSG00000105220,359.4710839,229.0806261
AKT2,ENSG00000105221,45.62789383,46.45057206
PLD3,ENSG00000105223,68.44184074,60.57456714
NUMBL,ENSG00000105245,1.413253349,2.49246972
EBI3,ENSG00000105246,44.31558714,4.83388067
YJU2,ENSG00000105248,36.23985372,27.87034324
TBCB,ENSG00000105254,340.291217,390.1092759
FSD1,ENSG00000105255,17.56472019,5.211527597
CLIP3,ENSG00000105270,2.220826691,1.132940782
SLC1A5,ENSG00000105281,115.1801479,79.75903105
PRKD2,ENSG00000105287,56.83297395,73.64115083
CACTIN,ENSG00000105298,14.43537349,18.88234637
CCDC9,ENSG00000105321,24.32814693,25.07575597
BBC3,ENSG00000105327,17.16093352,31.11810681
TGFB1,ENSG00000105329,627.9892201,588.6005009
DENND3,ENSG00000105339,36.6436404,41.99433832
DMAC2,ENSG00000105341,43.00328046,39.5018686
PLIN3,ENSG00000105355,60.06326731,55.5896277
MRPL4,ENSG00000105364,123.962508,97.05526032
CD79A,ENSG00000105369,5.753960062,7.477409161
LIM2,ENSG00000105370,0.201893336,4.83388067
ICAM4,ENSG00000105371,2.018933355,4.229645586
NKG7,ENSG00000105374,944.2551302,3285.905915
ETFB,ENSG00000105379,271.2436963,194.18605
BABAM1,ENSG00000105393,52.49226723,58.30868558
CDC37,ENSG00000105401,454.9666316,407.178917
NAPA,ENSG00000105402,168.5809352,150.681124
ATP1A3,ENSG00000105409,1.312306681,1.057411396
CNFN,ENSG00000105427,3.028400033,12.76446614
MEGF8,ENSG00000105429,3.028400033,3.247763575
KDELR1,ENSG00000105438,141.1234415,121.2246637
GRWD1,ENSG00000105447,34.52376037,33.61057653
CLEC11A,ENSG00000105472,4.239760046,2.49246972
CARD8,ENSG00000105483,69.04752074,124.4724272
LIG1,ENSG00000105486,75.81094748,44.26021988
ZNF175,ENSG00000105497,0.90852001,2.039293407
RAB3D,ENSG00000105514,3.230293368,4.00305743
DBP,ENSG00000105516,16.05052017,37.08492826
CAPS,ENSG00000105519,1.917986687,6.419997764
BCAT2,ENSG00000105552,55.4197206,47.50798346
MIER2,ENSG00000105556,11.50792012,8.459291172
PPP2R1A,ENSG00000105568,248.9344827,231.4220371
TNPO2,ENSG00000105576,12.5173868,14.12399508
DNASE2,ENSG00000105612,50.57428055,55.96727463
MAST1,ENSG00000105613,2.119880023,1.057411396
JAK3,ENSG00000105639,128.9088947,221.6787463
ARRDC2,ENSG00000105643,53.19889391,61.25433161
ISYNA1,ENSG00000105655,17.05998685,10.95176089
CRTC1,ENSG00000105662,5.753960062,8.15717363
DDX49,ENSG00000105671,65.1106007,55.66515709
ETV2,ENSG00000105672,5.249226723,6.268938993
ARMC6,ENSG00000105676,41.38813378,41.99433832
USF2,ENSG00000105698,37.35026707,58.91292066
KXD1,ENSG00000105700,136.4798948,108.6867857
FKBP8,ENSG00000105701,396.2156709,383.9158663
SUGP1,ENSG00000105705,26.24613362,27.64375508
ZNF14,ENSG00000105708,4.744493385,9.290114412
PBX4,ENSG00000105717,93.07282767,66.39032982
ERF,ENSG00000105722,20.18933355,19.48658145
GSK3A,ENSG00000105723,66.22101405,98.64137741
ATP13A1,ENSG00000105726,43.70990714,50.9068058
ZNF574,ENSG00000105732,11.70981346,18.58022882
ETHE1,ENSG00000105755,185.1361887,136.1039526
AVL9,ENSG00000105778,33.41334703,40.63480938
GTPBP10,ENSG00000105793,21.19880023,27.19057877
RASA4,ENSG00000105808,1.009466678,2.567999106
CDK6,ENSG00000105810,242.0701093,147.2067723
PMPCB,ENSG00000105819,107.0034678,83.00679462
DNAJC2,ENSG00000105821,79.34408086,72.35715127
BET1,ENSG00000105829,25.33761361,33.7616353
NAMPT,ENSG00000105835,247.8240693,63.67127195
PIK3CG,ENSG00000105851,45.82978716,49.24515932
PON3,ENSG00000105852,1.917986687,0.075529385
PON2,ENSG00000105854,33.11050702,13.29317184
ITGB8,ENSG00000105855,1.716093352,0.226588156
SP4,ENSG00000105866,29.57737365,70.69550479
WDR91,ENSG00000105875,12.01265346,12.00917229
CBLL1,ENSG00000105879,44.71937382,54.07903999
MTPN,ENSG00000105887,197.5526288,264.5794373
GSDME,ENSG00000105928,4.340706713,3.021175419
ZC3HAV1,ENSG00000105939,165.6534818,193.2796974
OGDH,ENSG00000105953,119.3189613,134.4423061
CAV1,ENSG00000105974,5.148280056,3.776469273
RNF32,ENSG00000105982,5.350173391,5.362586368
LMBR1,ENSG00000105983,40.0758271,31.42022435
DNAJB6,ENSG00000105993,182.006842,153.0980643
LFNG,ENSG00000106003,157.7796417,163.219002
BRAT1,ENSG00000106009,64.30302736,53.85245183
IQCE,ENSG00000106012,18.1704002,21.97905117
SSBP1,ENSG00000106028,246.713656,212.8418082
HIBADH,ENSG00000106049,27.96222697,22.3566981
CHN2,ENSG00000106069,6.258693401,11.85811352
GRB10,ENSG00000106070,1.615146684,2.114822793
ABHD11,ENSG00000106077,13.93064015,13.82187754
FKBP14,ENSG00000106080,6.056800065,3.247763575
STX1A,ENSG00000106089,12.11360013,11.17834905
NOD1,ENSG00000106100,9.89277344,25.30234413
MINDY4,ENSG00000106125,1.81704002,0.604235084
CASP2,ENSG00000106144,41.18624044,61.40539038
CHCHD2,ENSG00000106153,1100.318679,896.1561585
HSPB1,ENSG00000106211,246.5117627,237.4643879
PDAP1,ENSG00000106244,195.1299088,158.1585332
BUD31,ENSG00000106245,181.9058953,155.2884165
PTCD1,ENSG00000106246,8.580466759,8.232703015
CYP3A5,ENSG00000106258,0.605680007,1.510587709
ZKSCAN1,ENSG00000106261,58.5490673,73.64115083
EIF3B,ENSG00000106263,152.1266283,119.2608996
SNX8,ENSG00000106266,24.53004026,17.1451705
NUDT1,ENSG00000106268,174.0320552,127.946779
TAF6,ENSG00000106290,56.0254006,49.24515932
WASL,ENSG00000106299,21.19880023,26.35975553
TFR2,ENSG00000106327,2.321773358,3.776469273
PCOLCE,ENSG00000106333,5.249226723,8.308232401
RBM28,ENSG00000106344,37.04742707,57.02468602
USP42,ENSG00000106346,31.09157367,30.58940111
IMPDH1,ENSG00000106348,93.07282767,73.64115083
LSM5,ENSG00000106355,181.098322,143.7324205
SERPINE1,ENSG00000106366,5.955853398,7.401879775
AP1S1,ENSG00000106367,109.9309212,101.6625528
C1GALT1,ENSG00000106392,79.94976086,103.9284344
PLOD3,ENSG00000106397,36.34080039,55.89174524
RPA3,ENSG00000106399,217.0353357,153.3246525
ZNHIT1,ENSG00000106400,190.9910954,211.7843968
CLDN15,ENSG00000106404,2.220826691,6.571056535
GLCCI1,ENSG00000106415,58.14528063,95.16702568
PHF14,ENSG00000106443,72.47970745,97.28184848
NRF1,ENSG00000106459,24.02530693,32.25104759
TMEM106B,ENSG00000106460,37.85500041,53.24821675
EZH2,ENSG00000106462,134.2590681,99.01902434
CEP41,ENSG00000106477,20.59312022,17.29622927
ZNF862,ENSG00000106479,27.45749363,45.31763128
MEST,ENSG00000106484,2.018933355,2.190352178
ACTR3C,ENSG00000106526,6.359640069,10.80070212
TSPAN13,ENSG00000106537,33.11050702,2.870116648
AHR,ENSG00000106546,153.3379883,119.9406641
CHCHD3,ENSG00000106554,75.20526748,63.52021317
GIMAP2,ENSG00000106560,49.1610272,143.7324205
PSMA2,ENSG00000106588,114.6754146,86.85879328
COA1,ENSG00000106603,70.56172076,43.80704357
BLVRA,ENSG00000106605,107.4072545,63.59574256
URGCP,ENSG00000106608,11.50792012,15.48352402
RHEB,ENSG00000106615,152.0256816,132.6296009
PRKAG2,ENSG00000106617,25.13572027,13.82187754
AEBP1,ENSG00000106624,2.220826691,1.435058324
POLD2,ENSG00000106628,78.03177418,45.01551374
BCL7B,ENSG00000106635,105.2873745,89.12467485
YKT6,ENSG00000106636,51.28090722,60.34797898
TBL2,ENSG00000106638,14.73821349,13.97293631
CLIP2,ENSG00000106665,2.220826691,1.586117095
EIF4H,ENSG00000106682,233.3886959,198.7933425
LIMK1,ENSG00000106683,50.87712055,20.39293407
SPATA6L,ENSG00000106686,2.119880023,2.567999106
SLC1A1,ENSG00000106688,8.277626756,2.870116648
FKTN,ENSG00000106692,6.864373407,7.779526703
FSD1L,ENSG00000106701,10.19561344,19.25999329
SPIN1,ENSG00000106723,58.95285397,42.5985734
NMRK1,ENSG00000106733,71.77308077,136.4815995
TMEM245,ENSG00000106771,55.21782726,58.76186189
MEGF9,ENSG00000106780,21.50164023,31.79787128
TRIM14,ENSG00000106785,50.47333388,69.71362278
CORO2A,ENSG00000106789,30.78873367,19.63764022
TGFBR1,ENSG00000106799,31.59630701,83.23338278
SEC61B,ENSG00000106803,562.0710461,431.4238498
TLE4,ENSG00000106829,44.41653381,52.19080535
PTGR1,ENSG00000106853,2.321773358,0.755293855
SUSD1,ENSG00000106868,11.81076013,18.73128759
AKNA,ENSG00000106948,167.6724151,303.7791883
TNFSF8,ENSG00000106952,15.0410535,19.10893452
ENG,ENSG00000106991,13.42590681,14.87928894
AK1,ENSG00000106992,2.826506697,7.099762233
RLN2,ENSG00000107014,9.690880105,4.229645586
RLN1,ENSG00000107018,5.653013394,4.380704357
PLGRKT,ENSG00000107020,67.43237406,60.12139083
TBC1D13,ENSG00000107021,13.62780015,18.35364067
RIC1,ENSG00000107036,40.17677377,35.04563485
KDM4C,ENSG00000107077,33.21145369,59.44162636
DOCK8,ENSG00000107099,248.7325893,393.8857452
KANK1,ENSG00000107104,2.220826691,4.078586815
NCS1,ENSG00000107130,22.41016024,4.00305743
FUBP3,ENSG00000107164,26.24613362,32.77975329
CREB3,ENSG00000107175,44.41653381,36.17857564
RGP1,ENSG00000107185,15.74768017,29.83410726
EDF1,ENSG00000107223,538.0457391,490.638888
PIP5K1B,ENSG00000107242,4.239760046,2.416940335
BAG1,ENSG00000107262,61.17368066,53.62586368
RAPGEF1,ENSG00000107263,103.2684411,135.7263057
NPDC1,ENSG00000107281,109.8299745,78.55056088
SETX,ENSG00000107290,125.6786014,177.4185265
PTGDS,ENSG00000107317,0.504733339,7.477409161
ABHD17B,ENSG00000107362,11.40697346,15.18140648
EXOSC3,ENSG00000107371,55.82350727,72.35715127
ZFAND5,ENSG00000107372,219.054269,99.92537697
DVL1,ENSG00000107404,3.835973375,8.308232401
PDLIM1,ENSG00000107438,18.7760802,50.30257072
CCNJ,ENSG00000107443,3.533133371,2.794587262
GATA3,ENSG00000107485,261.6537628,169.2613528
HPS1,ENSG00000107521,103.1674944,117.0705475
PHYH,ENSG00000107537,39.16730709,31.34469497
DNMBP,ENSG00000107554,2.220826691,4.229645586
RAB11FIP2,ENSG00000107560,12.11360013,24.9246972
ERLIN1,ENSG00000107566,10.70034678,15.25693586
EIF3A,ENSG00000107581,381.2755641,411.3330332
CUBN,ENSG00000107611,1.009466678,3.700939888
TRDMT1,ENSG00000107614,22.20826691,25.67999106
DDX50,ENSG00000107625,78.43556085,92.9766735
MAPK8,ENSG00000107643,39.87393376,25.37787352
SEC23IP,ENSG00000107651,39.97488043,47.20586591
ATE1,ENSG00000107669,48.65629386,64.50209519
PLEKHA1,ENSG00000107679,28.1641203,29.53198972
VSIR,ENSG00000107738,70.35982743,160.9531204
SPOCK2,ENSG00000107742,329.7927636,412.9946797
PPP3CB,ENSG00000107758,50.67522721,73.33903328
BMPR1A,ENSG00000107779,8.07573342,14.57717139
LIPA,ENSG00000107798,39.87393376,42.82516156
TWNK,ENSG00000107815,3.634080039,5.66470391
LZTS2,ENSG00000107816,10.39750678,13.82187754
FBXW4,ENSG00000107829,22.61205358,37.23598703
NPM3,ENSG00000107833,25.43856027,11.70705475
TNKS2,ENSG00000107854,83.2810009,118.0524295
GBF1,ENSG00000107862,63.59640069,75.37832669
ARHGAP21,ENSG00000107863,24.63098693,27.64375508
CUEDC2,ENSG00000107874,109.6280812,95.16702568
SUFU,ENSG00000107882,17.46377352,22.73434502
ACBD5,ENSG00000107897,58.34717396,74.92515038
LHPP,ENSG00000107902,18.27134686,27.71928446
LARP4B,ENSG00000107929,64.60586736,89.27573362
GTPBP4,ENSG00000107937,79.54597419,67.14562368
EDRF1,ENSG00000107938,33.71618703,41.91880893
MTPAP,ENSG00000107951,11.30602679,10.49858458
NEURL1,ENSG00000107954,10.90224012,6.722115306
SH3PXD2A,ENSG00000107957,10.09466678,8.15717363
PITRM1,ENSG00000107959,26.04424028,30.21175419
MAP3K8,ENSG00000107968,258.6253628,35.19669363
GLRX3,ENSG00000108010,140.5177615,118.7321939
SHOC2,ENSG00000108061,81.86774755,104.9858458
CCDC6,ENSG00000108091,76.11378749,40.0305743
CCNY,ENSG00000108100,16.75714685,27.11504938
UBE2S,ENSG00000108106,485.3515786,373.7949287
ZMIZ1,ENSG00000108175,53.90552058,58.76186189
PPIF,ENSG00000108179,70.46077409,52.03974658
PBLD,ENSG00000108187,1.615146684,2.719057877
TSPAN14,ENSG00000108219,145.2622549,156.1192398
NUFIP2,ENSG00000108256,88.32833429,123.4150158
GIT1,ENSG00000108262,43.81085381,36.63175195
FBXL20,ENSG00000108306,21.80448024,29.30540156
UBTF,ENSG00000108312,136.7827348,158.3851213
PSMD3,ENSG00000108344,114.5744679,84.59291172
CASC3,ENSG00000108349,73.08538746,90.33314501
RGS9,ENSG00000108370,52.2903739,75.22726792
RNF43,ENSG00000108375,2.220826691,2.039293407
RAD51C,ENSG00000108384,51.17996055,41.541162
MTMR4,ENSG00000108389,23.21773358,31.79787128
TRIM37,ENSG00000108395,38.86446709,42.67410279
DHX40,ENSG00000108406,26.04424028,26.13316737
TUBD1,ENSG00000108423,11.60886679,14.35058324
KPNB1,ENSG00000108424,190.7892021,247.9629725
GOSR2,ENSG00000108433,18.37229353,26.28422614
PNPO,ENSG00000108439,12.2145468,12.9910543
RPS6KB1,ENSG00000108443,41.59002712,43.58045541
TRIM16L,ENSG00000108448,1.312306681,0.981882011
CBX1,ENSG00000108468,80.85828087,67.14562368
RECQL5,ENSG00000108469,10.70034678,14.65270078
PIGL,ENSG00000108474,15.54578683,19.10893452
MED13,ENSG00000108510,33.41334703,51.66209966
HOXB6,ENSG00000108511,3.634080039,0.981882011
ENO3,ENSG00000108515,8.07573342,5.211527597
PFN1,ENSG00000108518,8321.538556,8185.874796
SLC25A11,ENSG00000108528,106.4987345,89.04914546
RASD1,ENSG00000108551,5.955853398,0.906352626
CHRNE,ENSG00000108556,2.220826691,0.302117542
NUP88,ENSG00000108559,34.62470704,40.0305743
C1QBP,ENSG00000108561,237.0227759,139.125128
CPD,ENSG00000108582,36.6436404,45.99739575
GOSR1,ENSG00000108587,53.09794724,67.97644692
DRG2,ENSG00000108591,62.78882734,55.28751016
AKAP10,ENSG00000108599,23.62152025,35.49881117
SMARCD2,ENSG00000108604,77.6279875,86.02797004
ICAM2,ENSG00000108622,45.02221382,66.23927105
SYNGR2,ENSG00000108639,190.9910954,122.5086632
UTP6,ENSG00000108651,53.40078724,56.26939217
CYTH1,ENSG00000108669,151.8237883,251.7394417
PSMD11,ENSG00000108671,136.1770548,124.7745448
LGALS3BP,ENSG00000108679,36.84553373,47.35692469
CCL1,ENSG00000108702,244.6947226,6.268938993
PEX12,ENSG00000108733,1.716093352,2.567999106
DHX58,ENSG00000108771,17.96850686,13.89740693
KAT2A,ENSG00000108773,14.73821349,10.04540827
NAGLU,ENSG00000108784,17.36282685,27.34163754
HSD17B1,ENSG00000108786,3.533133371,7.779526703
MLX,ENSG00000108788,84.69425425,112.6143137
ABI3,ENSG00000108798,78.13272084,157.0255924
EZH1,ENSG00000108799,24.12625359,38.51998659
PPP1R9B,ENSG00000108819,16.75714685,46.07292513
COL1A1,ENSG00000108821,9.89277344,0
MRPL27,ENSG00000108826,123.659668,101.9646704
VAT1,ENSG00000108828,25.0347736,15.78564156
LRRC59,ENSG00000108829,99.33152107,80.28773675
LUC7L3,ENSG00000108848,161.6156151,228.0987441
DUSP3,ENSG00000108861,5.249226723,4.1541162
EFTUD2,ENSG00000108883,58.04433396,54.00351061
HLF,ENSG00000108924,12.71928014,6.49552715
SLC16A6,ENSG00000108932,1.110413345,3.776469273
PRKAR1A,ENSG00000108946,303.0418966,282.7820192
MMD,ENSG00000108960,30.38494699,14.50164201
RANGRF,ENSG00000108961,75.00337414,81.72279507
DPH1,ENSG00000108963,21.50164023,25.15128536
DHRS7B,ENSG00000109016,20.39122689,18.35364067
WSB1,ENSG00000109046,179.2812819,168.6571177
NAT9,ENSG00000109065,13.72874681,17.90046435
TMEM104,ENSG00000109066,9.89277344,21.07269854
TNFAIP1,ENSG00000109079,13.82969348,18.65575821
IFT20,ENSG00000109083,39.7729871,43.80704357
TMEM97,ENSG00000109084,16.45430684,11.10281966
PMP22,ENSG00000109099,13.42590681,1.435058324
UNC119,ENSG00000109103,83.07910756,69.6380934
ALDOC,ENSG00000109107,40.58056044,22.8854038
SUPT6H,ENSG00000109111,79.74786753,113.8983133
RAB34,ENSG00000109113,14.53632016,8.383761786
PHF12,ENSG00000109118,42.09476045,57.62892111
TMEM33,ENSG00000109133,58.75096063,72.35715127
SLAIN2,ENSG00000109171,100.3409877,121.0736049
OCIAD1,ENSG00000109180,170.4989218,156.2702985
DCUN1D4,ENSG00000109184,8.479520091,13.51976
USP46,ENSG00000109189,17.36282685,19.48658145
CHIC2,ENSG00000109220,68.64373407,89.42679239
LAMTOR3,ENSG00000109270,48.85818719,57.70445049
NFKB1,ENSG00000109320,353.0104971,144.1855968
AREG,ENSG00000109321,10.39750678,0.151058771
MANBA,ENSG00000109323,49.56481387,28.70116648
UBE2D3,ENSG00000109332,478.0834185,439.2033765
ELF2,ENSG00000109381,52.2903739,86.7832639
ZNF330,ENSG00000109445,45.82978716,60.95221407
INPP4B,ENSG00000109452,57.84244062,111.4058436
KLHL2,ENSG00000109466,39.57109376,34.13928223
RPL34,ENSG00000109475,2424.638013,2688.846122
WFS1,ENSG00000109501,2.624613362,1.510587709
GRPEL1,ENSG00000109519,62.08220067,57.10021541
SEPSECS,ENSG00000109618,13.52685348,14.27505385
NEIL3,ENSG00000109674,26.75086696,28.77669586
TBC1D19,ENSG00000109680,17.96850686,32.40210636
CLNK,ENSG00000109684,28.36601364,4.984939441
STIM2,ENSG00000109689,88.73212096,101.6625528
MFSD10,ENSG00000109736,214.814509,226.6636858
SNX25,ENSG00000109762,4.744493385,5.438115753
LRP2BP,ENSG00000109771,1.312306681,2.039293407
UFSP2,ENSG00000109775,33.00956036,39.65292737
KLF3,ENSG00000109787,18.87702687,42.44751463
KLHL5,ENSG00000109790,15.54578683,15.71011218
NCAPG,ENSG00000109805,65.91817404,64.80421273
UGDH,ENSG00000109814,14.83916016,16.6164648
CRYAB,ENSG00000109846,5.451120059,0
HTATIP2,ENSG00000109854,62.78882734,70.39338725
CTSC,ENSG00000109861,438.7142181,598.8724973
CCDC34,ENSG00000109881,42.29665379,28.09693139
ZBTB16,ENSG00000109906,7.470053414,8.836938099
ELP4,ENSG00000109911,25.84234695,33.2329296
ZPR1,ENSG00000109917,51.48280056,44.93998435
SC5D,ENSG00000109929,28.76980031,22.28116871
CRTAM,ENSG00000109943,90.85200098,17.74940558
JHY,ENSG00000109944,5.653013394,6.419997764
B3GAT1,ENSG00000109956,1.009466678,12.9910543
HSPA8,ENSG00000109971,1566.995124,1791.557023
VWA5A,ENSG00000110002,7.470053414,7.250821004
DNAJC4,ENSG00000110011,58.95285397,46.2239839
SIAE,ENSG00000110013,4.643546717,7.855056088
SNX15,ENSG00000110025,1.514200016,2.643528491
LPXN,ENSG00000110031,350.4868304,269.035671
ATG2A,ENSG00000110046,24.7319336,23.56516826
EHD1,ENSG00000110047,118.0066546,135.8018351
OSBP,ENSG00000110048,56.0254006,72.2060925
PUS3,ENSG00000110060,11.30602679,17.6738762
DCPS,ENSG00000110063,105.7921078,91.23949764
KMT5B,ENSG00000110066,46.3345205,72.88585697
FOXRED1,ENSG00000110074,24.7319336,21.60140424
PPP6R3,ENSG00000110075,62.18314734,66.61691798
MS4A6A,ENSG00000110077,0.302840003,3.398822346
ST3GAL4,ENSG00000110080,15.74768017,12.16023106
CPT1A,ENSG00000110090,64.00018736,96.37549585
CCND1,ENSG00000110092,3.936920042,1.283999553
CCDC86,ENSG00000110104,20.69406689,11.70705475
PRPF19,ENSG00000110107,93.88040101,67.74985876
TMEM109,ENSG00000110108,115.3820412,91.39055641
ANAPC15,ENSG00000110200,118.5113879,91.84373272
PANX1,ENSG00000110218,16.55525351,15.63458279
CEP164,ENSG00000110274,32.80766702,53.17268737
CEP126,ENSG00000110318,0.90852001,2.039293407
EIF4G2,ENSG00000110321,601.6421398,573.4190944
IL10RA,ENSG00000110324,168.6818818,367.3749309
BIRC2,ENSG00000110330,92.26525433,58.76186189
UBE4A,ENSG00000110344,44.61842715,62.8404487
DDX6,ENSG00000110367,183.4200953,205.3643991
CBL,ENSG00000110395,58.44812063,97.35737786
NECTIN1,ENSG00000110400,0.201893336,4.456233742
HIPK3,ENSG00000110422,21.6025869,33.83716469
FBXO3,ENSG00000110429,30.78873367,49.09410055
PDHX,ENSG00000110435,19.28081354,16.01222972
CD5,ENSG00000110448,211.2813756,266.3921425
ACCS,ENSG00000110455,4.744493385,3.700939888
MDK,ENSG00000110492,5.955853398,0.755293855
AMBRA1,ENSG00000110497,23.52057359,33.2329296
