GeneID,Ensembl_ID,CPM_TUMOR,CPM_SPLEEN
DPM1,ENSG00000000419,61.27462733,47.58351284
SCYL3,ENSG00000000457,21.70353357,31.94893005
FGR,ENSG00000000938,3.634080039,75.15173854
CFH,ENSG00000000971,1.312306681,8.308232401
FUCA2,ENSG00000001036,37.85500041,31.79787128
GCLC,ENSG00000001084,16.15146684,17.44728804
NFYA,ENSG00000001167,22.41016024,30.81598927
STPG1,ENSG00000001460,6.662480072,5.966821452
NIPAL3,ENSG00000001461,28.06317364,46.14845452
LAS1L,ENSG00000001497,47.24304051,43.80704357
ENPP4,ENSG00000001561,11.50792012,20.2418753
ANKIB1,ENSG00000001629,34.4228137,45.01551374
CYP51A1,ENSG00000001630,86.20845426,55.89174524
KRIT1,ENSG00000001631,43.30612047,74.69856222
RAD52,ENSG00000002016,6.056800065,11.78258413
LAP3,ENSG00000002549,150.6124283,83.38444155
HS3ST1,ENSG00000002587,3.230293368,1.963764022
MAD1L1,ENSG00000002822,76.31568082,96.29996646
SNX11,ENSG00000002919,18.7760802,25.52893229
M6PR,ENSG00000003056,147.7859216,217.0714538
ICA1,ENSG00000003147,4.138813378,4.909410055
ALS2,ENSG00000003393,6.460586736,7.855056088
CASP10,ENSG00000003400,17.16093352,26.35975553
CFLAR,ENSG00000003402,183.218202,327.9485917
RBM5,ENSG00000003756,79.84881419,117.5992532
SARM1,ENSG00000004139,13.93064015,18.27811128
POLDIP2,ENSG00000004142,70.96550743,54.23009876
PLXND1,ENSG00000004399,7.369106746,20.54399285
CD38,ENSG00000004468,21.70353357,16.38987665
FKBP4,ENSG00000004478,41.69097378,43.6559848
KDM1A,ENSG00000004487,54.41025392,49.47174748
RBM6,ENSG00000004534,79.14218752,146.4514784
CAMKK1,ENSG00000004660,2.927453365,2.49246972
RECQL,ENSG00000004700,163.7354951,207.8568688
VPS50,ENSG00000004766,18.37229353,27.03952
ARHGAP33,ENSG00000004777,14.73821349,12.9910543
ZMYND10,ENSG00000004838,1.917986687,1.737175866
SLC25A13,ENSG00000004864,29.07264031,24.09387396
ST7,ENSG00000004866,11.30602679,7.32635039
CDC27,ENSG00000004897,75.40716081,84.89502926
HCCS,ENSG00000004961,18.67513353,20.99716916
UPF1,ENSG00000005007,53.90552058,85.1971468
SKAP2,ENSG00000005020,29.47642698,35.42328178
SLC25A5,ENSG00000005022,685.7307141,495.1706511
MCUB,ENSG00000005059,178.3727619,255.0627347
MEOX1,ENSG00000005102,1.615146684,2.567999106
LIG3,ENSG00000005156,16.55525351,23.11199195
RPAP3,ENSG00000005175,38.66257375,41.91880893
SPPL2B,ENSG00000005206,25.53950694,26.43528491
COPZ2,ENSG00000005243,7.671946749,3.851998659
PRKAR2B,ENSG00000005249,1.312306681,0.528705698
MSL3,ENSG00000005302,59.65948064,83.68655909
CREBBP,ENSG00000005339,55.31877393,98.1882011
TSPOAP1,ENSG00000005379,19.88649355,29.6075191
MPO,ENSG00000005381,2.725560029,0.226588156
CROT,ENSG00000005469,18.06945353,27.11504938
RHBDD2,ENSG00000005486,114.2716279,73.86773898
ZNF195,ENSG00000005801,26.75086696,31.26916558
ITGAL,ENSG00000005844,114.3725746,402.4960951
PDK2,ENSG00000005882,33.8171337,29.22987217
ZFX,ENSG00000005889,37.35026707,48.94304178
LAMP2,ENSG00000005893,70.05698742,90.71079194
GDE1,ENSG00000006007,96.80785438,76.13362055
REX1BD,ENSG00000006015,219.357109,217.1469832
OSBPL7,ENSG00000006025,15.54578683,20.99716916
AP2B1,ENSG00000006125,108.3157745,152.5693586
ZNF263,ENSG00000006194,12.92117347,20.99716916
SPATA20,ENSG00000006282,24.02530693,16.46540603
TNFRSF12A,ENSG00000006327,14.73821349,15.63458279
MAP3K9,ENSG00000006432,2.119880023,3.474351731
RALA,ENSG00000006451,151.621895,105.1369046
KDM7A,ENSG00000006459,13.62780015,21.90352178
ETV1,ENSG00000006468,1.917986687,0.528705698
AGK,ENSG00000006530,44.31558714,42.52304402
TTC22,ENSG00000006555,4.845440052,20.2418753
PHTF2,ENSG00000006576,132.3410814,130.6658369
FARP2,ENSG00000006607,11.40697346,7.779526703
GGCT,ENSG00000006625,99.43246774,93.05220289
DBF4,ENSG00000006634,89.13590763,87.84067529
IFRD1,ENSG00000006652,79.34408086,35.27222301
COX10,ENSG00000006695,36.6436404,40.93692692
PAF1,ENSG00000006712,79.14218752,59.13950882
VPS41,ENSG00000006715,42.19570712,52.94609921
ARSD,ENSG00000006756,6.76342674,9.969878881
PNPLA4,ENSG00000006757,11.9117068,7.099762233
PRSS21,ENSG00000007038,20.08838688,9.969878881
MARK4,ENSG00000007047,10.90224012,24.9246972
CCDC124,ENSG00000007080,139.4073482,112.3877256
PAFAH1B1,ENSG00000007168,181.6030553,206.2707517
GAS7,ENSG00000007237,4.239760046,17.06964111
MATK,ENSG00000007264,70.56172076,108.4601975
CD79B,ENSG00000007312,51.48280056,71.97950435
RPUSD1,ENSG00000007376,41.38813378,31.04257743
LUC7L,ENSG00000007392,60.06326731,79.45691351
BAIAP3,ENSG00000007516,2.523666694,4.83388067
TSR3,ENSG00000007520,122.9530413,132.856189
PIGQ,ENSG00000007541,22.10732024,17.74940558
CRAMP1,ENSG00000007545,7.772893417,16.76752357
TEAD3,ENSG00000007866,2.321773358,0.755293855
DNAJC11,ENSG00000007923,25.43856027,26.5108143
MYLIP,ENSG00000007944,18.67513353,41.61669139
PSMB1,ENSG00000008018,505.4399655,386.0306891
JARID2,ENSG00000008083,37.14837373,50.9068058
CDK11A,ENSG00000008128,59.86137398,77.64420826
NADK,ENSG00000008130,35.02849371,39.19975106
DLEC1,ENSG00000008226,3.028400033,4.909410055
CYTH3,ENSG00000008256,9.791826772,1.283999553
ADAM22,ENSG00000008277,2.321773358,4.078586815
SYPL1,ENSG00000008282,86.91508094,81.5717363
CYB561,ENSG00000008283,2.018933355,12.61340737
SPAG9,ENSG00000008294,104.7826411,106.194316
CELSR3,ENSG00000008300,2.523666694,3.172234189
MPND,ENSG00000008382,22.81394691,30.36281296
MGST1,ENSG00000008394,3.735026707,0.075529385
CRY1,ENSG00000008405,74.4986408,43.35386726
NFIX,ENSG00000008441,3.936920042,0.679764469
ST3GAL1,ENSG00000008513,65.41344071,92.9766735
MMP25,ENSG00000008516,4.94638672,17.82493497
IL32,ENSG00000008517,3931.872709,7313.283806
PKD1,ENSG00000008710,7.873840085,15.03034771
RHOBTB2,ENSG00000008853,5.753960062,4.456233742
HEATR5B,ENSG00000008869,19.38176021,43.80704357
UBE3C,ENSG00000009335,67.33142739,77.4176201
TENM1,ENSG00000009694,0.90852001,3.776469273
TRAF3IP3,ENSG00000009790,303.6475766,545.7753394
POMT2,ENSG00000009830,4.441653381,3.549881117
BAZ1B,ENSG00000009954,184.429562,200.3794596
RANBP9,ENSG00000010017,80.05070753,70.61997541
ETV7,ENSG00000010030,21.80448024,12.4623486
SPRTN,ENSG00000010072,30.88968033,35.3477524
METTL13,ENSG00000010165,30.58684033,35.3477524
ZNF207,ENSG00000010244,217.0353357,256.1201461
UQCRC1,ENSG00000010256,224.1016024,165.5604129
STARD3NL,ENSG00000010270,50.17049387,60.65009653
CD9,ENSG00000010278,177.2623486,53.24821675
NCAPD2,ENSG00000010292,101.2495078,115.1067834
IFFO1,ENSG00000010295,25.43856027,33.91269407
PHF7,ENSG00000010318,12.41644013,7.628467932
NISCH,ENSG00000010322,26.54897362,32.17551821
FUZ,ENSG00000010361,10.80129345,10.49858458
IDS,ENSG00000010404,308.39207,188.898993
ZNF200,ENSG00000010539,8.883306762,18.65575821
CD4,ENSG00000010610,237.8303492,266.4676719
HIVEP2,ENSG00000010818,34.82660038,50.3781001
CLCN6,ENSG00000011021,6.460586736,9.969878881
MRC2,ENSG00000011028,11.50792012,2.719057877
APBA3,ENSG00000011132,61.88030733,52.64398167
MKS1,ENSG00000011143,10.49845345,7.552938546
ABHD5,ENSG00000011198,35.63417372,29.38093094
MBTD1,ENSG00000011258,11.50792012,16.6164648
UTP18,ENSG00000011260,55.52066727,48.56539485
RNF216,ENSG00000011275,37.04742707,47.20586591
TTC19,ENSG00000011295,108.7195612,76.81338502
PTBP1,ENSG00000011304,178.0699219,143.8834793
PIK3C2A,ENSG00000011405,21.09785356,44.41127865
PLAUR,ENSG00000011422,13.32496014,5.740233295
ANLN,ENSG00000011426,42.09476045,38.29339843
WIZ,ENSG00000011451,9.388040101,15.93670033
QPCTL,ENSG00000011478,6.662480072,4.83388067
CEP68,ENSG00000011523,9.488986769,9.592231954
MAP4K3,ENSG00000011566,11.20508012,9.592231954
ZBTB32,ENSG00000011590,36.34080039,10.12093765
TYROBP,ENSG00000011600,8.883306762,23.03646257
BRCA1,ENSG00000012048,49.7667072,41.76775016
ERCC1,ENSG00000012061,97.61542772,70.46891664
MBTPS2,ENSG00000012174,11.10413345,10.27199642
PRICKLE3,ENSG00000012211,5.047333388,7.628467932
LTF,ENSG00000012223,1.716093352,0
EXTL3,ENSG00000012232,6.460586736,10.42305519
ELOVL5,ENSG00000012660,171.1046018,160.1978266
KDM5D,ENSG00000012817,32.10104035,45.09104312
CALCOCO1,ENSG00000012822,43.40706713,67.74985876
UBR7,ENSG00000012963,40.17677377,41.46563262
MAP4K5,ENSG00000012983,39.36920042,54.75880446
EHD3,ENSG00000013016,0.706626674,1.737175866
MAN2B2,ENSG00000013288,30.88968033,39.80398614
SLC25A39,ENSG00000013306,145.8679349,104.9103164
MVP,ENSG00000013364,224.6063358,256.0446167
NUB1,ENSG00000013374,88.32833429,112.3877256
PGM3,ENSG00000013375,8.883306762,10.80070212
RWDD2A,ENSG00000013392,2.018933355,1.812705251
CLK1,ENSG00000013441,148.2906549,142.2218328
POLR3B,ENSG00000013503,9.186146766,13.21764246
RNF14,ENSG00000013561,28.36601364,35.42328178
DNASE1L1,ENSG00000013563,15.3438935,16.01222972
DDX11,ENSG00000013573,27.45749363,26.20869676
HEBP1,ENSG00000013583,24.93382694,23.33858011
MAMLD1,ENSG00000013619,6.258693401,4.83388067
CD6,ENSG00000013725,289.5150431,329.9878851
TACC3,ENSG00000013810,126.688068,107.176198
UFL1,ENSG00000014123,61.17368066,67.74985876
POLA2,ENSG00000014138,32.80766702,20.46846346
MDH1,ENSG00000014641,267.5086696,220.243688
SLC30A9,ENSG00000014824,50.47333388,45.54421943
MTMR11,ENSG00000014914,4.239760046,3.851998659
COX15,ENSG00000014919,32.80766702,38.82210413
CCDC88C,ENSG00000015133,120.4293746,214.2013372
ZMYND11,ENSG00000015171,44.11369381,63.3691544
WAS,ENSG00000015285,299.5087632,376.5139865
BID,ENSG00000015475,40.68150711,72.2060925
NUDCD3,ENSG00000015676,38.46068041,49.32068871
CHDH,ENSG00000016391,9.589933437,5.66470391
IGF1,ENSG00000017427,5.047333388,7.401879775
RALBP1,ENSG00000017797,170.8017618,208.6121626
RUFY3,ENSG00000018189,12.41644013,14.50164201
SLC11A1,ENSG00000018280,1.211360013,2.945646033
WWTR1,ENSG00000018408,6.965320075,3.172234189
TTC27,ENSG00000018699,17.56472019,14.27505385
ZNF582,ENSG00000018869,1.009466678,1.812705251
PRDM11,ENSG00000019485,3.533133371,3.172234189
CD74,ENSG00000019582,3685.764733,2839.1496
ZRANB1,ENSG00000019995,13.12306681,15.86117095
NCDN,ENSG00000020129,19.98744022,12.91552491
ZFP64,ENSG00000020256,11.70981346,16.91858234
MNAT1,ENSG00000020426,67.83616073,57.70445049
RUNX3,ENSG00000020633,247.7231227,190.1829926
MRE11,ENSG00000020922,34.1199737,37.76469273
PLEKHB1,ENSG00000021300,2.725560029,3.625410502
SERPINB1,ENSG00000021355,273.6664163,340.939646
SPAST,ENSG00000021574,29.37548032,40.78586815
OSBPL5,ENSG00000021762,0.706626674,8.685879328
AQR,ENSG00000021776,46.53641384,56.26939217
FHL1,ENSG00000022267,12.41644013,22.13010994
RTF2,ENSG00000022277,201.3886022,227.1168621
SLC45A4,ENSG00000022567,11.20508012,8.912467485
RNF10,ENSG00000022840,105.7921078,120.0161935
ZNF839,ENSG00000022976,10.59940011,14.27505385
GRAMD1B,ENSG00000023171,78.13272084,70.01574032
RB1CC1,ENSG00000023287,75.81094748,104.0039638
ALAS1,ENSG00000023330,75.00337414,62.16068424
BIRC3,ENSG00000023445,257.2121094,155.5905341
SNAPC1,ENSG00000023608,28.1641203,20.46846346
DERA,ENSG00000023697,38.96541375,33.91269407
STRAP,ENSG00000023734,163.5336018,139.6538337
PLEKHO1,ENSG00000023902,200.7829222,147.6599486
GCLM,ENSG00000023909,32.20198701,55.74068647
UBR2,ENSG00000024048,59.65948064,108.7623151
CCDC28A,ENSG00000024862,53.40078724,63.44468379
HSF2,ENSG00000025156,14.63726682,16.23881787
PHF20,ENSG00000025293,101.6532944,130.2126605
NR1H3,ENSG00000025434,5.249226723,5.211527597
TYMP,ENSG00000025708,166.0572685,116.3152536
NCAPH2,ENSG00000025770,46.6373605,25.9821086
TOMM34,ENSG00000025772,21.19880023,14.35058324
SEC63,ENSG00000025796,91.25578765,94.5627906
KPNA6,ENSG00000025800,44.01274714,59.51715574
VIM,ENSG00000026025,8831.117335,5519.234313
FAS,ENSG00000026103,121.6407346,109.4420795
RNASET2,ENSG00000026297,118.7132813,145.6206552
CD44,ENSG00000026508,821.5039822,670.323296
KCNG1,ENSG00000026559,1.514200016,0.528705698
AGPAT4,ENSG00000026652,22.61205358,26.35975553
SLAMF7,ENSG00000026751,4.138813378,57.93103865
BTN3A1,ENSG00000026950,33.91808037,81.5717363
MIPEP,ENSG00000027001,6.460586736,6.797644692
PRKCH,ENSG00000027075,152.9342016,233.9900362
IFNGR1,ENSG00000027697,56.73202728,105.2124339
SH2D2A,ENSG00000027869,381.3765108,239.7302695
VRK2,ENSG00000028116,34.1199737,31.94893005
VEZT,ENSG00000028203,51.78564056,44.41127865
POU2F2,ENSG00000028277,75.30621415,119.2608996
BRD9,ENSG00000028310,81.76680088,83.38444155
TBPL1,ENSG00000028839,51.68469389,57.10021541
BCLAF1,ENSG00000029363,242.776736,190.5606395
SLC39A9,ENSG00000029364,25.64045361,31.87340067
TFB1M,ENSG00000029639,31.293467,39.80398614
RABEP1,ENSG00000029725,61.17368066,91.08843887
HMGB3,ENSG00000029993,121.236948,75.00067976
NUP160,ENSG00000030066,33.31240036,39.42633921
BAK1,ENSG00000030110,97.71637439,105.7411396
IKZF2,ENSG00000030419,34.01902703,43.88257295
ARHGAP31,ENSG00000031081,37.45121374,23.86728581
CENPQ,ENSG00000031691,16.95904018,13.82187754
RANBP3,ENSG00000031823,46.0316805,47.05480714
ARID4A,ENSG00000032219,74.4986408,109.3665502
PNPLA6,ENSG00000032444,55.92445394,45.31763128
IFT88,ENSG00000032742,10.80129345,12.16023106
ALG1,ENSG00000033011,34.22092037,36.25410502
ZCCHC8,ENSG00000033030,40.58056044,54.45668692
CHPF2,ENSG00000033100,23.62152025,29.30540156
FUT8,ENSG00000033170,119.419908,96.82867216
UBA6,ENSG00000033178,67.02858739,63.97338949
GAB2,ENSG00000033327,9.791826772,7.552938546
ATP6V0A1,ENSG00000033627,5.753960062,8.459291172
PIAS1,ENSG00000033800,59.25569397,79.75903105
SLC4A7,ENSG00000033867,150.3095883,203.7027526
MAP2K3,ENSG00000034152,151.1171616,112.463255
ASTE1,ENSG00000034533,19.88649355,30.74045988
RNF19A,ENSG00000034677,250.347736,174.0952335
PEX3,ENSG00000034693,23.92436026,20.54399285
GABARAPL2,ENSG00000034713,203.5084822,231.4220371
SH3YL1,ENSG00000035115,15.14200016,20.84611039
FAM136A,ENSG00000035141,84.08857424,77.11550256
VCL,ENSG00000035403,38.76352042,111.5569023
DEPDC1B,ENSG00000035499,34.72565371,25.83104983
DAPK2,ENSG00000035664,29.67832032,13.51976
NSMAF,ENSG00000035681,56.0254006,49.84939441
STAP1,ENSG00000035720,25.64045361,21.45034547
TIMP2,ENSG00000035862,6.157746733,1.208470167
TBC1D23,ENSG00000036054,29.98116032,40.18163307
CUL3,ENSG00000036257,139.4073482,125.4543093
RPL26L1,ENSG00000037241,88.32833429,62.00962546
NSUN2,ENSG00000037474,59.96232065,67.59879999
MFAP3,ENSG00000037749,10.39750678,13.59528938
MRI1,ENSG00000037757,25.53950694,44.10916111
METTL1,ENSG00000037897,8.580466759,5.438115753
AGA,ENSG00000038002,40.78245377,54.98539262
PI4K2B,ENSG00000038210,42.49854713,34.8190467
BOD1L1,ENSG00000038219,167.6724151,198.1891075
MAT2B,ENSG00000038274,166.5620018,196.4519316
CLEC16A,ENSG00000038532,23.52057359,28.09693139
MTREX,ENSG00000039123,49.4638672,63.14256625
ZFYVE16,ENSG00000039319,16.95904018,29.83410726
RIPOR1,ENSG00000039523,8.378573424,7.779526703
SOX30,ENSG00000039600,1.615146684,1.132940782
PNKP,ENSG00000039650,84.08857424,101.1338471
PHLPP2,ENSG00000040199,7.167213411,7.024232848
STAU2,ENSG00000040341,40.17677377,34.21481161
CTNS,ENSG00000040531,10.49845345,7.779526703
RTN4R,ENSG00000040608,4.340706713,11.85811352
PHF23,ENSG00000040633,30.58684033,66.23927105
INPP4A,ENSG00000040933,55.11688059,139.4272456
RAB27B,ENSG00000041353,1.81704002,11.48046659
LSG1,ENSG00000041802,50.67522721,62.31174301
PARP3,ENSG00000041880,10.39750678,7.552938546
THAP3,ENSG00000041988,16.05052017,28.17246078
AIFM2,ENSG00000042286,17.05998685,11.10281966
SPATA7,ENSG00000042317,3.1293467,4.229645586
CAPG,ENSG00000042493,873.9962494,566.9235673
BARX2,ENSG00000043039,2.321773358,0
JADE2,ENSG00000043143,46.94020051,58.53527373
TRIT1,ENSG00000043514,14.63726682,16.46540603
ADRB1,ENSG00000043591,2.826506697,0.302117542
CUL7,ENSG00000044090,8.378573424,10.42305519
CTNNA1,ENSG00000044115,89.03496096,65.03080088
PHKA2,ENSG00000044446,8.378573424,13.97293631
CNTLN,ENSG00000044459,3.1293467,2.49246972
HSPA5,ENSG00000044574,485.8563119,318.3563597
OFD1,ENSG00000046651,46.73830717,61.10327284
WDR37,ENSG00000047056,20.29028022,34.59245854
YTHDC2,ENSG00000047188,46.13262716,55.5896277
CTPS2,ENSG00000047230,3.835973375,3.096704804
ATP6V1H,ENSG00000047249,52.2903739,58.45974435
POLR2B,ENSG00000047315,84.79520091,104.5326695
ARAP2,ENSG00000047365,94.38513435,149.1705363
TPR,ENSG00000047410,321.8179768,389.2029233
DTNBP1,ENSG00000047579,37.95594708,51.28445273
SCML1,ENSG00000047634,2.725560029,0.755293855
WWC3,ENSG00000047644,14.23348015,26.05763798
GOPC,ENSG00000047932,69.55225408,91.16396825
USP28,ENSG00000048028,28.36601364,64.35103641
HDAC9,ENSG00000048052,3.735026707,2.870116648
TSPAN17,ENSG00000048140,49.86765387,40.18163307
NOP16,ENSG00000048162,50.37238721,52.19080535
RRM2B,ENSG00000048392,25.23666694,19.25999329
ZNF800,ENSG00000048405,82.17058755,120.3938404
MRPS10,ENSG00000048544,67.9371074,73.18797451
RSF1,ENSG00000048649,135.5713748,173.8686453
VPS13D,ENSG00000048707,27.5584403,55.66515709
CELF2,ENSG00000048740,301.6286433,416.771149
FAM120A,ENSG00000048828,106.2968411,143.6568912
R3HDM1,ENSG00000048991,76.51757416,72.05503373
COL9A2,ENSG00000049089,51.38185389,14.72823017
ERCC8,ENSG00000049167,15.6467335,13.59528938
ADAMTS6,ENSG00000049192,6.056800065,3.474351731
H6PD,ENSG00000049239,19.17986687,22.58328625
PER3,ENSG00000049246,4.94638672,7.552938546
UTS2,ENSG00000049247,1.009466678,3.021175419
TNFRSF9,ENSG00000049249,104.3788545,43.05174971
RCN1,ENSG00000049449,21.70353357,18.58022882
RFC2,ENSG00000049541,75.60905415,44.10916111
ARID1B,ENSG00000049618,90.34726764,119.7896053
NEDD4L,ENSG00000049759,1.312306681,1.66164648
FOXP3,ENSG00000049768,160.3033084,28.47457832
PPP1R3F,ENSG00000049769,19.48270688,15.48352402
HEXB,ENSG00000049860,64.00018736,66.54138859
PTCD2,ENSG00000049883,6.056800065,8.383761786
JKAMP,ENSG00000050130,61.981254,57.40233295
NFE2L3,ENSG00000050344,58.04433396,44.10916111
MCUR1,ENSG00000050393,96.00028104,60.57456714
LIMA1,ENSG00000050405,140.2149215,102.871023
LETMD1,ENSG00000050426,36.23985372,48.94304178
SLC4A8,ENSG00000050438,5.753960062,7.250821004
PTGER3,ENSG00000050628,4.643546717,0.83082324
TNIP3,ENSG00000050730,45.42600049,3.776469273
MAPK9,ENSG00000050748,45.72884049,56.57150971
HERPUD1,ENSG00000051108,140.5177615,109.8197265
HOMER3,ENSG00000051128,2.119880023,0.226588156
RAD51,ENSG00000051180,3.1293467,2.114822793
POLQ,ENSG00000051341,22.71300024,21.60140424
PIK3CB,ENSG00000051382,17.46377352,18.58022882
CYBA,ENSG00000051523,1368.332081,1621.993553
HEBP2,ENSG00000051620,213.603149,246.8300317
MPHOSPH9,ENSG00000051825,44.51748048,58.91292066
PLEKHA5,ENSG00000052126,16.25241351,24.16940335
SIKE1,ENSG00000052723,51.68469389,63.97338949
RRP12,ENSG00000052749,27.8612803,14.80375955
FNIP2,ENSG00000052795,4.744493385,6.193409608
MSMO1,ENSG00000052802,56.0254006,47.88563038
TTC17,ENSG00000052841,67.33142739,88.74702792
FOXN3,ENSG00000053254,104.2779078,108.0070212
AKR7A2,ENSG00000053371,92.971881,75.60491485
MRTO4,ENSG00000053372,56.93392061,27.71928446
USE1,ENSG00000053501,50.37238721,58.38421496
MCF2L2,ENSG00000053524,10.80129345,12.23576044
AP5M1,ENSG00000053770,34.4228137,47.05480714
ANAPC4,ENSG00000053900,38.25878708,43.42939664
TRAPPC3,ENSG00000054116,105.6911611,102.0401998
PHPT1,ENSG00000054148,195.4327488,171.7538225
LY75,ENSG00000054219,20.69406689,26.81293184
OPN3,ENSG00000054277,28.87074698,33.30845899
KIF1B,ENSG00000054523,9.488986769,14.12399508
FOXC1,ENSG00000054598,1.615146684,0.226588156
TBC1D22A,ENSG00000054611,56.32824061,63.67127195
SYNE2,ENSG00000054654,245.6032426,575.3828585
ATP9A,ENSG00000054793,5.148280056,1.737175866
FAM168A,ENSG00000054965,18.97797354,26.35975553
RELT,ENSG00000054967,30.28400033,20.09081653
GALC,ENSG00000054983,49.96860054,29.15434279
NOP58,ENSG00000055044,238.2341359,142.2973622
CUL1,ENSG00000055130,72.07592078,61.329861
FAM114A2,ENSG00000055147,27.65938697,30.43834234
CYFIP2,ENSG00000055163,133.2496014,198.1135781
EIF2AK2,ENSG00000055332,121.0350546,83.00679462
USP36,ENSG00000055483,87.31886761,90.10655686
KMT2C,ENSG00000055609,96.70690771,154.1554757
PUM2,ENSG00000055917,70.86456076,96.67761339
ZNF280C,ENSG00000056277,9.89277344,5.362586368
TRAF1,ENSG00000056558,174.3348952,127.1159557
RC3H2,ENSG00000056586,56.22729394,72.2060925
IL17RB,ENSG00000056736,18.97797354,15.25693586
TRAF3IP2,ENSG00000056972,10.09466678,15.18140648
SOAT1,ENSG00000057252,46.6373605,65.63503597
PRDM1,ENSG00000057657,169.5904018,106.4209041
TMCC3,ENSG00000057704,0.706626674,3.021175419
PITHD1,ENSG00000057757,77.72893417,91.69267395
MTA3,ENSG00000057935,17.05998685,17.52281743
ATP11B,ENSG00000058063,90.14537431,113.2185488
CDK14,ENSG00000058091,2.422720026,0.075529385
SEC61A1,ENSG00000058262,80.4544942,85.04608803
PPP1R12A,ENSG00000058272,264.6821629,340.0332934
CROCC,ENSG00000058453,12.11360013,14.72823017
POLR3E,ENSG00000058600,32.00009368,25.9821086
ATP2B4,ENSG00000058668,200.2781888,310.1991861
RIOK2,ENSG00000058729,24.7319336,24.3959915
YIPF1,ENSG00000058799,26.34708028,24.69810905
NDC1,ENSG00000058804,26.04424028,17.22069989
FLYWCH1,ENSG00000059122,23.11678692,30.58940111
TBXAS1,ENSG00000059377,22.10732024,33.30845899
GATB,ENSG00000059691,17.36282685,13.44423061
MXD1,ENSG00000059728,20.29028022,32.55316513
CDK17,ENSG00000059758,116.4924546,74.54750345
SLC2A3,ENSG00000059804,410.7519911,196.527461
PSD,ENSG00000059915,5.249226723,1.132940782
CTDP1,ENSG00000060069,47.84872052,39.57739798
WNK1,ENSG00000060237,170.4989218,282.1022547
OGFR,ENSG00000060491,92.87093434,118.4300764
GNA15,ENSG00000060558,125.0729213,66.54138859
CREB3L3,ENSG00000060566,14.13253349,9.290114412
PIGV,ENSG00000060642,8.580466759,16.69199419
QSER1,ENSG00000060749,8.277626756,10.95176089
ACAA1,ENSG00000060971,111.3441745,103.6263169
BCAT1,ENSG00000060982,12.61833347,7.250821004
HDAC7,ENSG00000061273,108.3157745,96.52655462
LZTS1,ENSG00000061337,1.211360013,3.700939888
SPAG4,ENSG00000061656,4.94638672,1.057411396
NCKAP1,ENSG00000061676,2.018933355,1.888234637
SFSWAP,ENSG00000061936,65.81722738,89.72890993
TNK2,ENSG00000061938,27.96222697,26.73740245
MON2,ENSG00000061987,45.82978716,64.80421273
GPBP1,ENSG00000062194,151.8237883,163.219002
DGAT2,ENSG00000062282,2.220826691,1.66164648
CS,ENSG00000062485,75.60905415,80.43879552
LTK,ENSG00000062524,2.523666694,9.894349496
MRPS24,ENSG00000062582,157.1739617,139.2006574
ELMO2,ENSG00000062598,25.84234695,45.54421943
WAPL,ENSG00000062650,108.2148278,134.6688943
VMP1,ENSG00000062716,100.1390944,85.04608803
APPBP2,ENSG00000062725,35.53322705,44.78892558
POLD1,ENSG00000062822,33.31240036,16.38987665
EIF4B,ENSG00000063046,212.8965223,286.9361354
SLC6A16,ENSG00000063127,0.90852001,2.190352178
BICRA,ENSG00000063169,8.479520091,15.78564156
SPHK2,ENSG00000063176,17.05998685,21.22375732
RPL18,ENSG00000063177,2570.001214,2737.713635
CA11,ENSG00000063180,2.220826691,2.719057877
ISOC2,ENSG00000063241,53.80457391,32.17551821
U2AF2,ENSG00000063244,112.8583746,123.1128983
MED29,ENSG00000063322,51.38185389,51.51104089
ZNF275,ENSG00000063587,7.571000082,11.78258413
MTMR1,ENSG00000063601,20.08838688,29.6075191
GPC1,ENSG00000063660,10.90224012,5.211527597
ADCK1,ENSG00000063761,2.927453365,2.416940335
HAGH,ENSG00000063854,82.06964089,93.42984982
RNF4,ENSG00000063978,78.63745418,105.2879633
CASP8,ENSG00000064012,115.0792012,148.71736
INTS13,ENSG00000064102,35.23038705,49.39621809
SPA17,ENSG00000064199,6.864373407,7.175291619
TSPAN32,ENSG00000064201,28.26506697,80.21220736
TAF2,ENSG00000064313,43.00328046,49.54727686
HIPK2,ENSG00000064393,32.60577369,40.55927999
TNPO3,ENSG00000064419,49.86765387,67.67432937
LPAR2,ENSG00000064547,38.96541375,32.09998882
CTSA,ENSG00000064601,281.944043,85.04608803
SUGP2,ENSG00000064607,49.4638672,66.23927105
SLC12A2,ENSG00000064651,22.81394691,19.48658145
SNX24,ENSG00000064652,9.690880105,12.16023106
ABCA7,ENSG00000064687,11.10413345,31.34469497
DDX20,ENSG00000064703,20.49217355,22.65881564
BTBD1,ENSG00000064726,62.28409401,67.37221183
FAR2,ENSG00000064763,32.00009368,28.02140201
CHI3L2,ENSG00000064886,2.826506697,11.63152536
PMS1,ENSG00000064933,31.19252034,48.79198301
HMG20B,ENSG00000064961,88.42928095,71.22421049
TAF11,ENSG00000064995,73.28728079,87.00985205
ANKS1A,ENSG00000064999,8.277626756,16.38987665
AP3D1,ENSG00000065000,102.8646544,106.1187866
ZNF76,ENSG00000065029,27.8612803,24.32046212
NTHL1,ENSG00000065057,35.63417372,32.32657698
IPO5,ENSG00000065150,60.87084066,47.13033653
OAT,ENSG00000065154,44.01274714,34.44139977
WDR3,ENSG00000065183,19.17986687,21.2992867
