train_loss,val_loss,val_acc,val_f1
1.6716794643481034,1.6589628161075745,0.338748495788207,0.10121348314606742
1.6609919710030137,1.642689668888363,0.33935018050541516,0.10243201333361462
1.6421662970177655,1.6254598986801259,0.3369434416365824,0.10852521315841199
1.6271071295347135,1.6128404167728447,0.3020457280385078,0.13337623134323734
1.6202677570311443,1.60728907785978,0.24488567990373045,0.13845357187511062
1.618650791284462,1.6049948257946653,0.2388688327316486,0.15314707610802217
1.6167266401875011,1.6039540420513865,0.1901323706377858,0.16419162822902408
1.6160626220021417,1.6034449445068046,0.21720818291215402,0.18689268771798667
1.6117300031954762,1.6033042058187272,0.15222623345367028,0.14986082333507122
1.6079875008157538,1.6031538463241357,0.24127557160048135,0.18868833248329603
1.6121330847858575,1.6016857843536763,0.20276774969915765,0.18482762484977683
1.6077322320529086,1.601163632029087,0.25511432009626955,0.2163506631579924
1.6069901323569638,1.6036455295576515,0.23706377858002406,0.18849274291126852
1.6059280936748483,1.6033051586323266,0.2539109506618532,0.17875115950341225
1.6039330439427637,1.5996241362946988,0.23104693140794225,0.1910343200678693
1.602948966575261,1.5986178793488284,0.266546329723225,0.18863410291815372
1.599740390225045,1.597881351280442,0.2641395908543923,0.21670310711150192
1.5959692238505574,1.5976348227398778,0.22081829121540314,0.1942563163293523
1.5976916408789974,1.5971497635835632,0.253309265944645,0.20328920727764369
1.5978821987671634,1.5966806084670746,0.24849578820697954,0.20715697586694723
1.5940175399643932,1.5959798196592916,0.23706377858002406,0.19681403120766855
1.594189767859052,1.5956167775944825,0.2045728038507822,0.1962259541590903
1.5909303652423947,1.5983288325414187,0.2719614921780987,0.2090466956546201
1.5947909904835904,1.5959023343383476,0.2629362214199759,0.22170301638326895
1.5898824189460932,1.596482251955714,0.22743682310469315,0.20371362844840285
1.5879306294668698,1.5956642614805312,0.19374247894103488,0.17203613255235725
1.5853142157275484,1.5952017532502414,0.24187725631768953,0.18912704953006487
1.5870725483711363,1.5957017776911584,0.22382671480144403,0.20313886629451788
1.588179345450247,1.5952900371253131,0.22081829121540314,0.19701105149574966
1.5857157803729929,1.5951830125744448,0.2286401925391095,0.2137085855776759
1.5875965818415199,1.5971715425899886,0.24127557160048135,0.2065890991872578
1.5796148605683946,1.5954333659974247,0.23826714801444043,0.2193628046942552
1.5824069440589084,1.597928900007163,0.20517448856799037,0.18340370678823692
1.578858793903061,1.5963327982221986,0.24368231046931407,0.21779614566981248
1.5837485703783343,1.595804557042862,0.2496991576413959,0.1921568005725387
1.5787568819083335,1.5977986122870416,0.22984356197352587,0.19609906305942434
1.5809315997375593,1.5971891277533576,0.23044524669073405,0.20361892550428068
1.5743507978699098,1.5960081844410168,0.2496991576413959,0.22338717720579804
1.577075972783108,1.599142071428999,0.18411552346570398,0.17823666701785884
1.5743871520389014,1.5957292378594299,0.25210589651022863,0.227514991626171
1.5740777036316687,1.5971414027231265,0.24729241877256317,0.21936787617870382
1.5729135668663443,1.6032168203886379,0.2286401925391095,0.19967848926469495
